Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Length,TTL,Payload_Size,Anomaly_Score,Status,Reason
2025-11-04 19:06:40,116.119.99.77,10.86.4.68,443,53390,6,382,119,316,0.0,Normal,Normal traffic
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,130,64,64,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,1466,64,1400,0.7,Suspicious,"Large packet size, High frequency from 10.86.4.68"
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,1014,64,948,0.7,Suspicious,"Large packet size, High frequency from 10.86.4.68"
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,1466,64,1400,0.7,Suspicious,"Large packet size, High frequency from 10.86.4.68"
2025-11-04 19:06:40,10.86.4.68,116.119.99.77,53390,443,6,860,64,794,0.7,Suspicious,"Large packet size, High frequency from 10.86.4.68"
2025-11-04 19:06:40,116.119.99.77,10.86.4.68,443,53390,6,66,119,0,0.4,Normal,High frequency from 116.119.99.77
2025-11-04 19:06:40,116.119.99.77,10.86.4.68,443,53390,6,66,119,0,0.4,Normal,High frequency from 116.119.99.77
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,860,64,794,0.7,Suspicious,"Large packet size, High frequency from 10.86.4.68"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,78,119,0,0.4,Normal,High frequency from 116.119.99.77
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,106,119,40,0.4,Normal,High frequency from 116.119.99.77
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,10.86.4.68,116.119.99.77,53390,443,6,66,64,0,0.4,Normal,High frequency from 10.86.4.68
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
2025-11-04 19:06:41,116.119.99.77,10.86.4.68,443,53390,6,1466,119,1400,0.7,Suspicious,"Large packet size, High frequency from 116.119.99.77"
